id,split,label,source,width,height,md5,raw_path,aspect_ratio
train_0192,train,struk,cord-v2,864,1296,45d39f5f30351ad8d92a6ac14f186d0e,/content/dataset/raw/struk/train_0192.jpg,0.6666666666666666
train_0193,train,struk,cord-v2,681,1280,2b0a5b4b1028bf4edc402547dd79ff15,/content/dataset/raw/struk/train_0193.jpg,0.53203125
train_0194,train,struk,cord-v2,1016,1280,655cc01d16cb4defce5e8d2bb1f98492,/content/dataset/raw/struk/train_0194.jpg,0.79375
train_0195,train,struk,cord-v2,432,648,455d41dfa0137c7443cefd7fb0c6c42a,/content/dataset/raw/struk/train_0195.jpg,0.6666666666666666
train_0196,train,struk,cord-v2,864,1296,e0209166b72e8488714897c9f69a8103,/content/dataset/raw/struk/train_0196.jpg,0.6666666666666666
train_0197,train,struk,cord-v2,576,864,26676acc49ee41b7f05f23083e78ae22,/content/dataset/raw/struk/train_0197.jpg,0.6666666666666666
train_0198,train,struk,cord-v2,576,864,b54b402ac2d8ca2157644da3ec3256c0,/content/dataset/raw/struk/train_0198.jpg,0.6666666666666666
train_0199,train,struk,cord-v2,1836,3264,10a4c909edbed953851793a04a4401ae,/content/dataset/raw/struk/train_0199.jpg,0.5625
train_0200,train,struk,cord-v2,864,1296,c8cb75d151a7a32591756d3c4a75e178,/content/dataset/raw/struk/train_0200.jpg,0.6666666666666666
train_0201,train,struk,cord-v2,864,1296,e821c4644f19462a53a480392dec5c21,/content/dataset/raw/struk/train_0201.jpg,0.6666666666666666
train_0202,train,struk,cord-v2,864,1296,4780294f0009ddffa7daf4ca7b0cd798,/content/dataset/raw/struk/train_0202.jpg,0.6666666666666666
train_0203,train,struk,cord-v2,864,1296,0e0f7fbcf9560790c689d92853f91384,/content/dataset/raw/struk/train_0203.jpg,0.6666666666666666
train_0204,train,struk,cord-v2,432,648,3f270d1bf8f5b18cfa322f65eb2c21c2,/content/dataset/raw/struk/train_0204.jpg,0.6666666666666666
train_0205,train,struk,cord-v2,864,1296,4c668b65c4efcf54520337d684d565d8,/content/dataset/raw/struk/train_0205.jpg,0.6666666666666666
train_0206,train,struk,cord-v2,576,864,1e3852b37262d0cbb300c37aa7baef36,/content/dataset/raw/struk/train_0206.jpg,0.6666666666666666
train_0207,train,struk,cord-v2,576,864,30686205201532f19969359afff8c215,/content/dataset/raw/struk/train_0207.jpg,0.6666666666666666
train_0208,train,struk,cord-v2,576,864,7c9516c55a49fff33ca5bf228cd0b75c,/content/dataset/raw/struk/train_0208.jpg,0.6666666666666666
train_0209,train,struk,cord-v2,864,1296,32d73b3832517b22d75547a1401f2be7,/content/dataset/raw/struk/train_0209.jpg,0.6666666666666666
train_0210,train,struk,cord-v2,2304,4096,c7a33658960cc857c8c9e7dcfb33480d,/content/dataset/raw/struk/train_0210.jpg,0.5625
train_0211,train,struk,cord-v2,864,1296,fde9a3cb8e642a2844de1d1ecfa7b037,/content/dataset/raw/struk/train_0211.jpg,0.6666666666666666
train_0212,train,struk,cord-v2,432,648,18ca9709b67f5af7e0558bf01520b2bf,/content/dataset/raw/struk/train_0212.jpg,0.6666666666666666
train_0213,train,struk,cord-v2,864,1296,ad22757d1e148a347fb2c736e2b801f8,/content/dataset/raw/struk/train_0213.jpg,0.6666666666666666
train_0214,train,struk,cord-v2,1108,1478,fad195b3c78cab78ee363b0ae0288c70,/content/dataset/raw/struk/train_0214.jpg,0.7496617050067659
train_0215,train,struk,cord-v2,576,864,f9664312a4be72cf0aba0b9a9bfed10c,/content/dataset/raw/struk/train_0215.jpg,0.6666666666666666
train_0216,train,struk,cord-v2,576,864,b3b514deffe924f189cec00fc3d65884,/content/dataset/raw/struk/train_0216.jpg,0.6666666666666666
train_0217,train,struk,cord-v2,576,864,2bfe166210a97a3f8c3da45f489d758d,/content/dataset/raw/struk/train_0217.jpg,0.6666666666666666
train_0218,train,struk,cord-v2,864,1296,893e9e1d22f38b3dfb7b4fa8415166e9,/content/dataset/raw/struk/train_0218.jpg,0.6666666666666666
train_0219,train,struk,cord-v2,864,1296,a48a2805b5cb604486f0f97aadbbfbc1,/content/dataset/raw/struk/train_0219.jpg,0.6666666666666666
train_0220,train,struk,cord-v2,864,1296,43dbdc3ede50094e82d5a90478b1dc3b,/content/dataset/raw/struk/train_0220.jpg,0.6666666666666666
train_0221,train,struk,cord-v2,864,1296,433dbbdef1f86a3b3b0c5472a3383d24,/content/dataset/raw/struk/train_0221.jpg,0.6666666666666666
train_0222,train,struk,cord-v2,1080,1920,8b5dd05248053714249a96589715dc48,/content/dataset/raw/struk/train_0222.jpg,0.5625
train_0223,train,struk,cord-v2,1108,1478,e0a456134c96e4c37cda6c6fc29ba823,/content/dataset/raw/struk/train_0223.jpg,0.7496617050067659
train_0224,train,struk,cord-v2,864,1296,797b336e63ec26a575a1fe78b0dd7704,/content/dataset/raw/struk/train_0224.jpg,0.6666666666666666
train_0225,train,struk,cord-v2,1152,1728,2e78c390fcb30bf4e97d9c23863a099e,/content/dataset/raw/struk/train_0225.jpg,0.6666666666666666
train_0226,train,struk,cord-v2,864,1296,4a258fc3ca148ffa4c49c95eccd8e958,/content/dataset/raw/struk/train_0226.jpg,0.6666666666666666
train_0227,train,struk,cord-v2,432,648,5b51094bcba40ba8054d17cd00ece371,/content/dataset/raw/struk/train_0227.jpg,0.6666666666666666
train_0228,train,struk,cord-v2,864,1296,51643a11990e04efd962adc9ce01d172,/content/dataset/raw/struk/train_0228.jpg,0.6666666666666666
train_0229,train,struk,cord-v2,576,864,ce4765a1624205e579b69a590de4a397,/content/dataset/raw/struk/train_0229.jpg,0.6666666666666666
train_0230,train,struk,cord-v2,1080,1920,dec07b084d4639da6d6a8b408a384a17,/content/dataset/raw/struk/train_0230.jpg,0.5625
train_0231,train,struk,cord-v2,2304,4096,1ec13c9187cf104794f60ae24ffcb753,/content/dataset/raw/struk/train_0231.jpg,0.5625
train_0232,train,struk,cord-v2,1108,1478,a4d4af2e0983e6830ee187846b717d4c,/content/dataset/raw/struk/train_0232.jpg,0.7496617050067659
train_0233,train,struk,cord-v2,1108,1478,93895f66bd648a105bd499e40fe5f31c,/content/dataset/raw/struk/train_0233.jpg,0.7496617050067659
train_0234,train,struk,cord-v2,2304,4096,1ce13561e53a07fab8ff09f85b2b7b61,/content/dataset/raw/struk/train_0234.jpg,0.5625
train_0235,train,struk,cord-v2,864,1296,c67e666964634fae2d39d2cc00e943dc,/content/dataset/raw/struk/train_0235.jpg,0.6666666666666666
train_0236,train,struk,cord-v2,864,1296,3dee7796948c6a6de48a652f829dfdb7,/content/dataset/raw/struk/train_0236.jpg,0.6666666666666666
train_0237,train,struk,cord-v2,864,1296,b908d1049d5b9276b7251d822db8a92f,/content/dataset/raw/struk/train_0237.jpg,0.6666666666666666
train_0238,train,struk,cord-v2,864,1296,134d492e5f1fa53f6c09d0c1a02d6be8,/content/dataset/raw/struk/train_0238.jpg,0.6666666666666666
train_0239,train,struk,cord-v2,576,864,4be8a8072326437b8fc96f676edf8798,/content/dataset/raw/struk/train_0239.jpg,0.6666666666666666
train_0240,train,struk,cord-v2,864,1296,bfe476a31f2cbe4f72d1905d0cd5c4d0,/content/dataset/raw/struk/train_0240.jpg,0.6666666666666666
train_0241,train,struk,cord-v2,576,864,eafbad92eb6ee1220709515f15552a9c,/content/dataset/raw/struk/train_0241.jpg,0.6666666666666666
train_0242,train,struk,cord-v2,2304,4096,38ef387913c2e2c8029554516538e595,/content/dataset/raw/struk/train_0242.jpg,0.5625
train_0243,train,struk,cord-v2,3024,4032,26e8164a17a93490931f41231bf1eaee,/content/dataset/raw/struk/train_0243.jpg,0.75
train_0244,train,struk,cord-v2,864,1296,4b8481ffcc3fa21bdefd06d1fa6681d5,/content/dataset/raw/struk/train_0244.jpg,0.6666666666666666
train_0245,train,struk,cord-v2,864,1296,d2f92424297d81a3bd0f64ab95f7e15e,/content/dataset/raw/struk/train_0245.jpg,0.6666666666666666
train_0246,train,struk,cord-v2,864,1296,5a8a3212331a22b36db68f48c6f9f2a0,/content/dataset/raw/struk/train_0246.jpg,0.6666666666666666
train_0247,train,struk,cord-v2,1108,1478,657bb7d0c2e698fe904d19c1516575ab,/content/dataset/raw/struk/train_0247.jpg,0.7496617050067659
train_0248,train,struk,cord-v2,1080,1920,2677194d647c8f5ff1df80722627cad2,/content/dataset/raw/struk/train_0248.jpg,0.5625
train_0249,train,struk,cord-v2,2304,4096,665004bc0bc817123fe154afa00efe08,/content/dataset/raw/struk/train_0249.jpg,0.5625
train_0250,train,struk,cord-v2,576,864,73ec05e38057868323616df4064cf9c7,/content/dataset/raw/struk/train_0250.jpg,0.6666666666666666
train_0251,train,struk,cord-v2,864,1296,246aeca37d7608fa3fc76ebc6aef5a1b,/content/dataset/raw/struk/train_0251.jpg,0.6666666666666666
train_0252,train,struk,cord-v2,576,864,eb03964987832d41bb8e387991a018f3,/content/dataset/raw/struk/train_0252.jpg,0.6666666666666666
train_0253,train,struk,cord-v2,864,1296,4a6bdd12a5170417179f9573a9297730,/content/dataset/raw/struk/train_0253.jpg,0.6666666666666666
train_0254,train,struk,cord-v2,864,1296,04e6407938a48f433d4da02cd7df6b98,/content/dataset/raw/struk/train_0254.jpg,0.6666666666666666
train_0255,train,struk,cord-v2,576,864,1419d1b33ab678370ea60797cf731c9a,/content/dataset/raw/struk/train_0255.jpg,0.6666666666666666
train_0256,train,struk,cord-v2,576,864,279c353135911bfa68860166bcb1238e,/content/dataset/raw/struk/train_0256.jpg,0.6666666666666666
train_0257,train,struk,cord-v2,576,864,89b776abf9ef0beb9a6bec6d180f2822,/content/dataset/raw/struk/train_0257.jpg,0.6666666666666666
train_0258,train,struk,cord-v2,576,864,b6f27f49d191906a0a8d52acce53adec,/content/dataset/raw/struk/train_0258.jpg,0.6666666666666666
train_0259,train,struk,cord-v2,576,864,9c80d802f58b776c4e1999500af08ded,/content/dataset/raw/struk/train_0259.jpg,0.6666666666666666
train_0260,train,struk,cord-v2,1108,1478,e44145618cc306cd52849b972047e0e4,/content/dataset/raw/struk/train_0260.jpg,0.7496617050067659
train_0261,train,struk,cord-v2,960,1280,8b28c541f0186f2b7999c0f3f82a0134,/content/dataset/raw/struk/train_0261.jpg,0.75
train_0262,train,struk,cord-v2,576,864,4b97362b15fa5599da91f523e708d0ba,/content/dataset/raw/struk/train_0262.jpg,0.6666666666666666
train_0263,train,struk,cord-v2,864,1296,9ca4c6d23e2c3967baf2ede432394c24,/content/dataset/raw/struk/train_0263.jpg,0.6666666666666666
train_0264,train,struk,cord-v2,864,1296,54742a5eb100bd511190ffd446e0eee3,/content/dataset/raw/struk/train_0264.jpg,0.6666666666666666
train_0265,train,struk,cord-v2,1836,3264,a66114e75b536d20643a892a8d153acf,/content/dataset/raw/struk/train_0265.jpg,0.5625
train_0266,train,struk,cord-v2,1108,1478,563bc1696738468edcaa85b5ad742e77,/content/dataset/raw/struk/train_0266.jpg,0.7496617050067659
train_0267,train,struk,cord-v2,864,1296,9a37a33c832924c034e0fafee82ce593,/content/dataset/raw/struk/train_0267.jpg,0.6666666666666666
train_0268,train,struk,cord-v2,576,864,0a6d00b2f69c272b0bb2581a35657549,/content/dataset/raw/struk/train_0268.jpg,0.6666666666666666
train_0269,train,struk,cord-v2,2304,4096,28a03f049d306419d39560fe0b49410e,/content/dataset/raw/struk/train_0269.jpg,0.5625
train_0270,train,struk,cord-v2,576,864,1ef238286f9a437dc9e81910137d35e3,/content/dataset/raw/struk/train_0270.jpg,0.6666666666666666
train_0271,train,struk,cord-v2,864,1296,4d0f1d3a454ec087a3f227b37e2a6491,/content/dataset/raw/struk/train_0271.jpg,0.6666666666666666
train_0272,train,struk,cord-v2,960,1280,bb18852c8c22d0faa6c75a5323d60ffe,/content/dataset/raw/struk/train_0272.jpg,0.75
train_0273,train,struk,cord-v2,576,864,3d2234d803c6b1c79ea0b23333c5296a,/content/dataset/raw/struk/train_0273.jpg,0.6666666666666666
train_0274,train,struk,cord-v2,1080,1920,7903dc05264980ca378d5e530a30f5eb,/content/dataset/raw/struk/train_0274.jpg,0.5625
train_0275,train,struk,cord-v2,720,1280,e365c1923bc5b7448847a539111f2ee4,/content/dataset/raw/struk/train_0275.jpg,0.5625
train_0276,train,struk,cord-v2,432,648,8a143cf9995ba07df44fabbee2d5ad91,/content/dataset/raw/struk/train_0276.jpg,0.6666666666666666
train_0277,train,struk,cord-v2,1108,1478,fd45ac4f91676f8b5e23e1d8d4d09695,/content/dataset/raw/struk/train_0277.jpg,0.7496617050067659
train_0278,train,struk,cord-v2,864,1296,f33b4e625e7eccdc50d7aac6b571d154,/content/dataset/raw/struk/train_0278.jpg,0.6666666666666666
train_0279,train,struk,cord-v2,941,1280,b3880bff95d17a57878e46e33f87da02,/content/dataset/raw/struk/train_0279.jpg,0.73515625
train_0280,train,struk,cord-v2,576,864,88bb4c98178b7e62fa28d4d1104a0719,/content/dataset/raw/struk/train_0280.jpg,0.6666666666666666
train_0281,train,struk,cord-v2,864,1296,b23d3d606e5abd21b17cb21bbf61044d,/content/dataset/raw/struk/train_0281.jpg,0.6666666666666666
train_0282,train,struk,cord-v2,864,1296,4b52ea1bf8408a8aa399655734c8cfed,/content/dataset/raw/struk/train_0282.jpg,0.6666666666666666
train_0283,train,struk,cord-v2,864,1296,1dde826b96d6462e998fbf34f09fb6f4,/content/dataset/raw/struk/train_0283.jpg,0.6666666666666666
train_0284,train,struk,cord-v2,576,864,e1bd26697b81005dc8794d60caf9b709,/content/dataset/raw/struk/train_0284.jpg,0.6666666666666666
train_0286,train,struk,cord-v2,576,864,5f559cb1d9eae2e73e70814801458d35,/content/dataset/raw/struk/train_0286.jpg,0.6666666666666666
train_0287,train,struk,cord-v2,2304,4096,66c20dffdacc45b83a0a412a211732a3,/content/dataset/raw/struk/train_0287.jpg,0.5625
train_0288,train,struk,cord-v2,605,1280,296656399baed4a5454a2b9853fb1319,/content/dataset/raw/struk/train_0288.jpg,0.47265625
train_0289,train,struk,cord-v2,720,1280,64fc84b32783f830ee434c0c3989ed29,/content/dataset/raw/struk/train_0289.jpg,0.5625
train_0290,train,struk,cord-v2,864,1296,bed5797bc2feb4f9d5d70ad4d31330aa,/content/dataset/raw/struk/train_0290.jpg,0.6666666666666666
train_0291,train,struk,cord-v2,864,1296,541ddb0d524468e5277fe43cba51b5b4,/content/dataset/raw/struk/train_0291.jpg,0.6666666666666666
train_0292,train,struk,cord-v2,864,1296,f2daab16663801ac62b0cef3adf9c314,/content/dataset/raw/struk/train_0292.jpg,0.6666666666666666
train_0293,train,struk,cord-v2,864,1296,a1597382d9e71f866f908cfb1da2a0b9,/content/dataset/raw/struk/train_0293.jpg,0.6666666666666666
train_0294,train,struk,cord-v2,960,1280,4124329516b8df141c04723a45767089,/content/dataset/raw/struk/train_0294.jpg,0.75
train_0295,train,struk,cord-v2,864,1296,65674c9854b526e34c8b112034f3473d,/content/dataset/raw/struk/train_0295.jpg,0.6666666666666666
train_0296,train,struk,cord-v2,864,1296,6c63015d8fc705e7799ce26b138f9a7b,/content/dataset/raw/struk/train_0296.jpg,0.6666666666666666
train_0297,train,struk,cord-v2,1108,1478,99b54e0d039c6b6464ab39ffacd536eb,/content/dataset/raw/struk/train_0297.jpg,0.7496617050067659
train_0298,train,struk,cord-v2,864,1296,818ea7b0749bf3f6d0abefef21ab42b1,/content/dataset/raw/struk/train_0298.jpg,0.6666666666666666
train_0299,train,struk,cord-v2,1108,1478,e5f31d300e51253b1c821721d74e4217,/content/dataset/raw/struk/train_0299.jpg,0.7496617050067659
train_0300,train,struk,cord-v2,384,576,0aae2a9b1661fb13e7af8d24695ca4ae,/content/dataset/raw/struk/train_0300.jpg,0.6666666666666666
train_0301,train,struk,cord-v2,576,864,79c3542a454f04f6c13d7a0d2047fa9f,/content/dataset/raw/struk/train_0301.jpg,0.6666666666666666
train_0302,train,struk,cord-v2,576,864,e97e299e7dff4c96664fb8a358e2b626,/content/dataset/raw/struk/train_0302.jpg,0.6666666666666666
train_0303,train,struk,cord-v2,1773,2364,1e0c8b2d03de516a5537d8758c6794a3,/content/dataset/raw/struk/train_0303.jpg,0.75
train_0304,train,struk,cord-v2,864,1296,941c8c6c108e57c4cf3b6b105cf4a6f6,/content/dataset/raw/struk/train_0304.jpg,0.6666666666666666
train_0305,train,struk,cord-v2,864,1296,8bd019845f39c415006401241221d199,/content/dataset/raw/struk/train_0305.jpg,0.6666666666666666
train_0306,train,struk,cord-v2,576,864,09ddf418d0ea433fff22562a412603d1,/content/dataset/raw/struk/train_0306.jpg,0.6666666666666666
train_0307,train,struk,cord-v2,2304,4096,597b057aabcb1293fcd0a7b11fbacf90,/content/dataset/raw/struk/train_0307.jpg,0.5625
train_0308,train,struk,cord-v2,576,864,c30a6c25a514840ac6a875d4c609a590,/content/dataset/raw/struk/train_0308.jpg,0.6666666666666666
train_0309,train,struk,cord-v2,432,648,cd45f1524d2792f8c03c22b96063e269,/content/dataset/raw/struk/train_0309.jpg,0.6666666666666666
train_0310,train,struk,cord-v2,2304,4096,c05b7b87eea8e18ff0b5f33f3ac3a6e8,/content/dataset/raw/struk/train_0310.jpg,0.5625
train_0311,train,struk,cord-v2,864,1296,805b342965c672d8b1f18afe8ab1c368,/content/dataset/raw/struk/train_0311.jpg,0.6666666666666666
train_0312,train,struk,cord-v2,864,1296,bb10af1d9b17616530114de0a5e7a961,/content/dataset/raw/struk/train_0312.jpg,0.6666666666666666
train_0313,train,struk,cord-v2,864,1296,5da7ce9725cb5c077e190ab63a93898a,/content/dataset/raw/struk/train_0313.jpg,0.6666666666666666
train_0314,train,struk,cord-v2,1152,1728,90b9555dfc9925316dd50a35af2def87,/content/dataset/raw/struk/train_0314.jpg,0.6666666666666666
train_0315,train,struk,cord-v2,2304,4096,06bfd42023ac3a1333ec2cab5f33ee57,/content/dataset/raw/struk/train_0315.jpg,0.5625
train_0316,train,struk,cord-v2,1569,2672,8b6852cf48961bd6d73795a93980c1c3,/content/dataset/raw/struk/train_0316.jpg,0.5872005988023952
train_0317,train,struk,cord-v2,576,864,126eef00d870aa118a121e9cb641e76b,/content/dataset/raw/struk/train_0317.jpg,0.6666666666666666
train_0318,train,struk,cord-v2,1836,3264,bbfc6747c89baa59cbb272e78d3e3ed8,/content/dataset/raw/struk/train_0318.jpg,0.5625
train_0319,train,struk,cord-v2,1152,1728,173aea155e3a1fbf588d8823c9f41d03,/content/dataset/raw/struk/train_0319.jpg,0.6666666666666666
train_0320,train,struk,cord-v2,576,864,20bf0ac86d2b40b28bd9428e41e51506,/content/dataset/raw/struk/train_0320.jpg,0.6666666666666666
train_0321,train,struk,cord-v2,960,1706,3c12a18fefb746d132cb941b3e321b83,/content/dataset/raw/struk/train_0321.jpg,0.5627198124267292
train_0322,train,struk,cord-v2,864,1296,086abc3f5c47fcec38c032d57e2fa480,/content/dataset/raw/struk/train_0322.jpg,0.6666666666666666
train_0323,train,struk,cord-v2,806,1280,c92a4f3ceceec55e39f5eae9b27639f1,/content/dataset/raw/struk/train_0323.jpg,0.6296875
train_0324,train,struk,cord-v2,864,1296,e3ca5baf37ae4f864e8fce5da25ea7b9,/content/dataset/raw/struk/train_0324.jpg,0.6666666666666666
train_0325,train,struk,cord-v2,864,1296,0b685ba5e37d220e696a088abd6fc7c2,/content/dataset/raw/struk/train_0325.jpg,0.6666666666666666
train_0326,train,struk,cord-v2,1108,1478,045eda56273528666f0f2ddfb3e9e487,/content/dataset/raw/struk/train_0326.jpg,0.7496617050067659
train_0327,train,struk,cord-v2,960,1280,e1a69999dfd245735613d1f3529f8bf7,/content/dataset/raw/struk/train_0327.jpg,0.75
train_0328,train,struk,cord-v2,864,1296,6be4c9d34ddfb225d4c5832186ff37cf,/content/dataset/raw/struk/train_0328.jpg,0.6666666666666666
train_0329,train,struk,cord-v2,1836,3264,aab13cd230e8efe34d2a59bb840804e9,/content/dataset/raw/struk/train_0329.jpg,0.5625
train_0330,train,struk,cord-v2,1108,1478,3fbb2455238cdd9b92de03dbe999c77b,/content/dataset/raw/struk/train_0330.jpg,0.7496617050067659
train_0331,train,struk,cord-v2,576,864,f3a760cf7afa50194160028772181853,/content/dataset/raw/struk/train_0331.jpg,0.6666666666666666
train_0332,train,struk,cord-v2,864,1296,2a2430e7d91519d7b101fdf701d28a85,/content/dataset/raw/struk/train_0332.jpg,0.6666666666666666
train_0333,train,struk,cord-v2,3024,4032,7b6c355f03d14e9208b83bf246494cd6,/content/dataset/raw/struk/train_0333.jpg,0.75
train_0334,train,struk,cord-v2,576,864,2bd5f575035863763988da639c9ed5ad,/content/dataset/raw/struk/train_0334.jpg,0.6666666666666666
train_0335,train,struk,cord-v2,864,1296,c5c44b6b906ced2b05db12b1518d203d,/content/dataset/raw/struk/train_0335.jpg,0.6666666666666666
train_0336,train,struk,cord-v2,2304,4096,3a050f3cdf4213f49e002bccb3c67b90,/content/dataset/raw/struk/train_0336.jpg,0.5625
train_0337,train,struk,cord-v2,1108,1478,5b931d07bdfa450aa29fd66316696497,/content/dataset/raw/struk/train_0337.jpg,0.7496617050067659
train_0338,train,struk,cord-v2,576,864,8b6c4e8c9eb80d3a7362e94b835b4f3d,/content/dataset/raw/struk/train_0338.jpg,0.6666666666666666
train_0339,train,struk,cord-v2,864,1296,f608b2595d52c048bdd94f38e33e4c30,/content/dataset/raw/struk/train_0339.jpg,0.6666666666666666
train_0340,train,struk,cord-v2,1836,3264,1bbe8877745d0e3e23e4fcf31b5dc0c9,/content/dataset/raw/struk/train_0340.jpg,0.5625
train_0341,train,struk,cord-v2,864,1296,a7a2611662925e34b2b7bea642cb1cad,/content/dataset/raw/struk/train_0341.jpg,0.6666666666666666
train_0342,train,struk,cord-v2,864,1296,51c7fcc28b43b4bd92c0925a7848d7f7,/content/dataset/raw/struk/train_0342.jpg,0.6666666666666666
train_0343,train,struk,cord-v2,2304,4096,398f43cc013dbe8b696f218d275a6227,/content/dataset/raw/struk/train_0343.jpg,0.5625
train_0344,train,struk,cord-v2,864,1296,c060b2c63d661e91eb606faf51274751,/content/dataset/raw/struk/train_0344.jpg,0.6666666666666666
train_0345,train,struk,cord-v2,1836,3264,bc6a47efa62c151dcc9fa35a86ecde4b,/content/dataset/raw/struk/train_0345.jpg,0.5625
train_0346,train,struk,cord-v2,864,1296,13e4e34a7e4c3235227c053c89d4dab5,/content/dataset/raw/struk/train_0346.jpg,0.6666666666666666
train_0347,train,struk,cord-v2,1224,1838,1783f1f173f58201275b67bb22177479,/content/dataset/raw/struk/train_0347.jpg,0.6659412404787813
train_0348,train,struk,cord-v2,1084,1124,11f4fb8ecbe67f5b0076022939c5b5b0,/content/dataset/raw/struk/train_0348.jpg,0.9644128113879004
train_0349,train,struk,cord-v2,1108,1478,d506c48bbdb6575cb37fdebf51d3149b,/content/dataset/raw/struk/train_0349.jpg,0.7496617050067659
train_0350,train,struk,cord-v2,960,1280,e5a0f26251f93af2ea61b1004c07f9e4,/content/dataset/raw/struk/train_0350.jpg,0.75
train_0351,train,struk,cord-v2,576,864,9ac63569647a82bc8df6f38c6f9c57d0,/content/dataset/raw/struk/train_0351.jpg,0.6666666666666666
train_0352,train,struk,cord-v2,720,1280,6549b8e7d47ad06eb347f0ca93d68be8,/content/dataset/raw/struk/train_0352.jpg,0.5625
train_0353,train,struk,cord-v2,864,1296,b2fc0136a68992a19daeff7b3b875d37,/content/dataset/raw/struk/train_0353.jpg,0.6666666666666666
train_0354,train,struk,cord-v2,576,864,e32cadb398285232a5d2f8c837867efa,/content/dataset/raw/struk/train_0354.jpg,0.6666666666666666
train_0355,train,struk,cord-v2,864,1296,61d1cab0dd982e6709f118ceb8ad20da,/content/dataset/raw/struk/train_0355.jpg,0.6666666666666666
train_0356,train,struk,cord-v2,1536,2730,4c4da30455dc7b2e89876af2d57d4e13,/content/dataset/raw/struk/train_0356.jpg,0.5626373626373626
train_0357,train,struk,cord-v2,3024,4032,9ee614deca9d9b38e95777f04ffc7a3a,/content/dataset/raw/struk/train_0357.jpg,0.75
train_0358,train,struk,cord-v2,864,1296,d6b33613505ade571d3f7f03e1b3aafc,/content/dataset/raw/struk/train_0358.jpg,0.6666666666666666
train_0359,train,struk,cord-v2,576,864,6024a50376007bfad21c8a20e3952dc9,/content/dataset/raw/struk/train_0359.jpg,0.6666666666666666
train_0360,train,struk,cord-v2,864,1296,2d443e1bc35a6e1515af877b752d2d27,/content/dataset/raw/struk/train_0360.jpg,0.6666666666666666
train_0361,train,struk,cord-v2,1773,2364,edf8fdcb7b04991a146496be67d03481,/content/dataset/raw/struk/train_0361.jpg,0.75
train_0362,train,struk,cord-v2,960,1280,b2736e802ae6db142cbb35aedc489404,/content/dataset/raw/struk/train_0362.jpg,0.75
train_0363,train,struk,cord-v2,941,1280,5d965d6757ecf54d22140769911d872f,/content/dataset/raw/struk/train_0363.jpg,0.73515625
train_0364,train,struk,cord-v2,864,1296,0107f688289f69fb5185eb449d4e6e71,/content/dataset/raw/struk/train_0364.jpg,0.6666666666666666
train_0365,train,struk,cord-v2,864,1296,151c3685969c08cbed94414026cd731d,/content/dataset/raw/struk/train_0365.jpg,0.6666666666666666
train_0366,train,struk,cord-v2,864,1296,481a88306626b8e8208d2e9ccf972a5c,/content/dataset/raw/struk/train_0366.jpg,0.6666666666666666
train_0367,train,struk,cord-v2,1836,3264,3e4d8b47fc5ea19feb41ac9db86922c8,/content/dataset/raw/struk/train_0367.jpg,0.5625
train_0368,train,struk,cord-v2,864,1296,b22c48c397a670cb56c87e23b7eaf6fd,/content/dataset/raw/struk/train_0368.jpg,0.6666666666666666
train_0369,train,struk,cord-v2,576,864,c0641241eaacc8889140f87565547667,/content/dataset/raw/struk/train_0369.jpg,0.6666666666666666
train_0370,train,struk,cord-v2,576,864,3e953c4b0cc8f5af72f449b5138c029d,/content/dataset/raw/struk/train_0370.jpg,0.6666666666666666
train_0371,train,struk,cord-v2,576,864,670ab905396143769da928e4296acfa1,/content/dataset/raw/struk/train_0371.jpg,0.6666666666666666
train_0372,train,struk,cord-v2,864,1296,51be0b15127e05014fa0a2ac6525e80e,/content/dataset/raw/struk/train_0372.jpg,0.6666666666666666
train_0373,train,struk,cord-v2,576,864,55601f5bacada04202cda0a4d5e4bf50,/content/dataset/raw/struk/train_0373.jpg,0.6666666666666666
train_0374,train,struk,cord-v2,2304,4096,b1197d8a0b82207becfc1b1f0f123687,/content/dataset/raw/struk/train_0374.jpg,0.5625
train_0375,train,struk,cord-v2,3024,4032,675984099c5537ca075a28ba67d4f52a,/content/dataset/raw/struk/train_0375.jpg,0.75
train_0376,train,struk,cord-v2,960,1280,a2155d446356c34d20625d7e71e10fcc,/content/dataset/raw/struk/train_0376.jpg,0.75
train_0377,train,struk,cord-v2,2304,4096,46a8a80acec3dd8ec96814bcdca360c2,/content/dataset/raw/struk/train_0377.jpg,0.5625
train_0378,train,struk,cord-v2,720,1280,d2c86ce12bb9193c48ecbdb6f60b5de1,/content/dataset/raw/struk/train_0378.jpg,0.5625
train_0379,train,struk,cord-v2,864,1296,558a8e07a94c2d10eb8220a949e63b7b,/content/dataset/raw/struk/train_0379.jpg,0.6666666666666666
train_0380,train,struk,cord-v2,864,1296,b36606f61faf8ffd622a95979ee03413,/content/dataset/raw/struk/train_0380.jpg,0.6666666666666666
train_0381,train,struk,cord-v2,576,864,f17e0728d5e5dac8898da025db5b4119,/content/dataset/raw/struk/train_0381.jpg,0.6666666666666666
train_0382,train,struk,cord-v2,432,648,11e5b1421e54f53cacbcdc9774ca0077,/content/dataset/raw/struk/train_0382.jpg,0.6666666666666666
train_0383,train,struk,cord-v2,432,648,dd34028f7f567284b4df50c19c4d46c0,/content/dataset/raw/struk/train_0383.jpg,0.6666666666666666
